,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
4493,CHO,44,2018-01-20,Home,MIA,L,105,106,41,90,0.456,7,27,0.259,16,21,0.762,8,43,22,9,8,7,12,43,87,0.494,13,28,0.464,7,12,0.583,8,47,28,5,6,14,17
4593,CHO,45,2018-01-22,Home,SAC,W,112,107,38,86,0.442,16,40,0.4,20,25,0.8,11,48,22,4,10,15,14,43,97,0.443,10,22,0.455,11,15,0.733,10,42,27,8,3,7,22
4693,CHO,46,2018-01-24,Home,NOP,L,96,101,36,85,0.424,6,21,0.286,18,31,0.581,10,49,16,5,6,14,23,39,87,0.448,9,26,0.346,14,18,0.778,8,42,26,6,10,15,19
4793,CHO,47,2018-01-26,Home,ATL,W,121,110,40,88,0.455,13,34,0.382,28,32,0.875,11,43,25,13,8,11,25,37,79,0.468,15,30,0.5,21,25,0.84,6,39,23,6,5,20,26
4893,CHO,48,2018-01-27,Away,MIA,L,91,95,29,84,0.345,5,24,0.208,28,35,0.8,12,46,12,6,6,7,15,38,85,0.447,8,26,0.308,11,18,0.611,11,51,25,4,5,12,24
4993,CHO,49,2018-01-29,Away,IND,L,96,105,37,83,0.446,9,31,0.29,13,20,0.65,11,40,18,5,2,16,14,45,83,0.542,6,21,0.286,9,11,0.818,6,38,28,7,3,12,19
5093,CHO,50,2018-01-31,Away,ATL,W,123,110,46,90,0.511,17,32,0.531,14,18,0.778,12,42,29,6,1,10,21,39,77,0.506,12,32,0.375,20,22,0.909,4,29,26,5,4,9,16
51132,CHO,51,2018-02-02,Home,IND,W,133,126,44,83,0.53,15,33,0.455,30,34,0.882,11,43,27,5,2,15,21,44,87,0.506,12,29,0.414,26,28,0.929,7,31,21,10,6,11,25
52109,CHO,52,2018-02-04,Away,PHO,W,115,110,40,96,0.417,10,38,0.263,25,29,0.862,13,43,24,12,6,8,17,41,77,0.532,15,29,0.517,13,13,1,2,39,24,4,4,19,25
5393,CHO,53,2018-02-05,Away,DEN,L,104,121,39,77,0.506,11,26,0.423,15,24,0.625,5,36,21,7,1,10,16,46,81,0.568,18,34,0.529,11,13,0.846,5,41,30,10,2,11,15
5493,CHO,54,2018-02-08,Away,POR,L,103,109,38,98,0.388,13,33,0.394,14,17,0.824,7,44,17,10,3,11,16,41,90,0.456,9,31,0.29,18,22,0.818,9,57,18,7,7,17,19
5593,CHO,55,2018-02-09,Away,UTA,L,94,106,35,85,0.412,9,24,0.375,15,19,0.789,5,33,17,8,2,7,18,41,84,0.488,10,29,0.345,14,17,0.824,7,49,29,5,7,12,17
5693,CHO,56,2018-02-11,Home,TOR,L,103,123,38,89,0.427,10,23,0.435,17,23,0.739,11,42,26,5,5,13,13,49,87,0.563,18,37,0.486,7,10,0.7,6,40,35,7,8,12,24
5793,CHO,57,2018-02-14,Away,ORL,W,104,102,38,88,0.432,13,30,0.433,15,19,0.789,8,45,26,14,4,12,15,36,86,0.419,15,37,0.405,15,17,0.882,9,48,21,7,0,20,17
5893,CHO,58,2018-02-22,Home,BRK,W,111,96,42,87,0.483,11,21,0.524,16,20,0.8,13,54,29,3,6,14,15,36,93,0.387,14,43,0.326,10,14,0.714,11,41,27,6,8,9,23
5993,CHO,59,2018-02-23,Away,WAS,W,122,105,44,90,0.489,17,39,0.436,17,20,0.85,13,41,26,7,5,8,18,40,81,0.494,9,25,0.36,16,17,0.941,6,36,25,3,0,14,21
6093,CHO,60,2018-02-25,Home,DET,W,114,98,42,88,0.477,16,35,0.457,14,23,0.609,13,47,28,9,4,18,19,42,85,0.494,4,18,0.222,10,14,0.714,8,41,23,4,2,17,22
61132,CHO,61,2018-02-27,Home,CHI,W,118,103,44,82,0.537,15,35,0.429,15,21,0.714,6,35,28,11,8,14,14,39,81,0.481,9,24,0.375,16,21,0.762,11,44,26,8,5,20,23
62109,CHO,62,2018-02-28,Away,BOS,L,106,134,42,91,0.462,9,27,0.333,13,22,0.591,9,33,24,6,6,7,17,54,87,0.621,12,20,0.6,14,15,0.933,4,47,31,3,4,10,20
6393,CHO,63,2018-03-02,Away,PHI,L,99,110,34,81,0.42,11,24,0.458,20,32,0.625,7,39,21,7,0,10,25,41,81,0.506,9,24,0.375,19,25,0.76,7,46,27,4,5,11,22
6493,CHO,64,2018-03-04,Away,TOR,L,98,103,32,85,0.376,5,21,0.238,29,35,0.829,9,46,16,7,4,9,21,35,83,0.422,12,41,0.293,21,27,0.778,9,50,22,5,8,15,28
6593,CHO,65,2018-03-06,Home,PHI,L,114,128,40,80,0.5,11,29,0.379,23,31,0.742,8,33,26,7,5,10,12,50,87,0.575,16,33,0.485,12,15,0.8,10,44,35,6,4,14,20
6693,CHO,66,2018-03-08,Home,BRK,L,111,125,41,85,0.482,4,19,0.211,25,30,0.833,6,36,19,5,5,13,21,47,92,0.511,11,32,0.344,20,22,0.909,9,43,30,7,7,10,27
6793,CHO,67,2018-03-10,Home,PHO,W,122,115,44,87,0.506,13,32,0.406,21,27,0.778,7,41,24,11,5,12,18,42,83,0.506,18,32,0.563,13,19,0.684,5,35,27,9,3,14,25
6893,CHO,68,2018-03-13,Away,NOP,L,115,119,45,93,0.484,7,26,0.269,18,22,0.818,8,45,22,8,9,13,13,52,104,0.5,9,22,0.409,6,8,0.75,14,50,33,10,7,12,16
6993,CHO,69,2018-03-15,Away,ATL,W,129,117,46,87,0.529,17,33,0.515,20,30,0.667,6,45,30,3,3,10,21,42,90,0.467,16,36,0.444,17,26,0.654,6,46,30,5,2,11,27
7093,CHO,70,2018-03-17,Away,NYK,L,101,124,33,90,0.367,9,33,0.273,26,32,0.813,13,50,11,7,5,10,13,49,100,0.49,12,26,0.462,14,18,0.778,12,56,24,7,5,8,22
71132,CHO,71,2018-03-19,Away,PHI,L,94,108,32,84,0.381,6,22,0.273,24,30,0.8,6,39,16,8,4,9,12,42,93,0.452,18,44,0.409,6,8,0.75,17,60,30,5,6,15,22
72109,CHO,72,2018-03-21,Away,BRK,W,111,105,36,94,0.383,3,16,0.188,36,47,0.766,23,68,18,3,2,13,16,39,93,0.419,13,37,0.351,14,21,0.667,10,46,22,6,11,12,36
7393,CHO,73,2018-03-22,Home,MEM,W,140,79,49,92,0.533,19,40,0.475,23,27,0.852,11,53,25,10,4,8,17,30,78,0.385,4,18,0.222,15,21,0.714,9,38,13,4,7,19,24
7493,CHO,74,2018-03-24,Away,DAL,W,102,98,35,92,0.38,12,25,0.48,20,29,0.69,13,62,21,10,4,13,14,36,91,0.396,12,41,0.293,14,19,0.737,5,52,22,10,6,12,22
7593,CHO,75,2018-03-26,Home,NYK,W,137,128,51,93,0.548,11,28,0.393,24,28,0.857,11,43,25,5,4,14,12,54,105,0.514,9,30,0.3,11,11,1,11,41,25,6,1,10,27
7693,CHO,76,2018-03-28,Home,CLE,L,105,118,39,76,0.513,5,21,0.238,22,24,0.917,6,40,20,2,2,13,16,45,93,0.484,11,28,0.393,17,20,0.85,11,38,22,9,1,6,19
7793,CHO,77,2018-03-31,Away,WAS,L,93,107,35,77,0.455,6,23,0.261,17,27,0.63,9,46,22,6,2,17,14,40,88,0.455,18,39,0.462,9,12,0.75,11,44,30,11,4,12,23
7893,CHO,78,2018-04-01,Home,PHI,L,102,119,33,82,0.402,9,30,0.3,27,34,0.794,9,40,17,8,7,16,13,48,94,0.511,14,32,0.438,9,10,0.9,7,44,36,15,5,14,24
7993,CHO,79,2018-04-03,Away,CHI,L,114,120,40,81,0.494,13,34,0.382,21,28,0.75,10,49,24,3,4,20,16,46,99,0.465,15,34,0.441,13,18,0.722,11,44,26,9,4,7,20
8093,CHO,80,2018-04-06,Away,ORL,W,137,100,48,86,0.558,17,31,0.548,24,26,0.923,9,50,32,4,5,9,15,42,94,0.447,9,23,0.391,7,13,0.538,12,36,27,2,3,8,19
8197,CHO,81,2018-04-08,Home,IND,L,117,123,40,80,0.5,11,30,0.367,26,30,0.867,5,36,27,6,3,21,17,50,93,0.538,9,25,0.36,14,18,0.778,7,39,27,11,1,14,22
8293,CHO,82,2018-04-10,Away,IND,W,119,93,46,99,0.465,18,42,0.429,9,12,0.75,12,54,27,5,7,5,8,40,99,0.404,8,31,0.258,5,8,0.625,13,54,22,2,4,7,16
1309,CHI,1,2017-10-19,Away,TOR,L,100,117,37,89,0.416,10,32,0.313,16,19,0.842,10,39,22,7,2,19,23,39,83,0.47,13,29,0.448,26,28,0.929,13,49,26,10,4,17,19
2309,CHI,2,2017-10-21,Home,SAS,L,77,87,31,82,0.378,8,28,0.286,7,9,0.778,8,48,18,3,5,19,15,38,93,0.409,1,12,0.083,10,16,0.625,14,52,25,8,3,11,14
3309,CHI,3,2017-10-24,Away,CLE,L,112,119,42,88,0.477,17,33,0.515,11,13,0.846,8,39,28,3,3,9,20,43,83,0.518,16,38,0.421,17,22,0.773,8,39,28,5,3,9,14
4309,CHI,4,2017-10-26,Home,ATL,W,91,86,31,86,0.36,7,32,0.219,22,29,0.759,18,62,20,5,4,13,15,32,81,0.395,11,28,0.393,11,13,0.846,7,40,22,10,5,10,23
5309,CHI,5,2017-10-28,Home,OKC,L,69,101,22,78,0.282,10,37,0.27,15,20,0.75,12,47,16,9,5,19,16,39,88,0.443,13,34,0.382,10,14,0.714,11,52,28,16,8,11,17
6309,CHI,6,2017-11-01,Away,MIA,L,91,97,36,89,0.404,7,28,0.25,12,19,0.632,7,54,20,7,6,12,19,34,83,0.41,12,31,0.387,17,19,0.895,3,48,21,8,0,11,19
7309,CHI,7,2017-11-03,Away,ORL,W,105,83,40,85,0.471,14,29,0.483,11,12,0.917,9,48,23,6,2,14,13,35,86,0.407,10,35,0.286,3,5,0.6,7,38,23,6,2,16,11
8198,CHI,8,2017-11-04,Home,NOP,L,90,96,35,99,0.354,11,42,0.262,9,12,0.75,16,58,23,10,5,17,19,35,87,0.402,9,31,0.29,17,22,0.773,5,52,23,9,4,13,9
994,CHI,9,2017-11-07,Away,TOR,L,114,119,40,80,0.5,11,29,0.379,23,28,0.821,8,37,26,10,2,13,23,44,81,0.543,13,25,0.52,18,24,0.75,7,37,22,5,0,15,22
1094,CHI,10,2017-11-10,Home,IND,L,87,105,37,93,0.398,7,27,0.259,6,9,0.667,11,43,24,10,3,12,13,43,84,0.512,12,29,0.414,7,12,0.583,7,51,27,8,3,18,17
11133,CHI,11,2017-11-11,Away,SAS,L,94,133,40,86,0.465,6,23,0.261,8,13,0.615,5,28,22,9,4,13,15,51,85,0.6,18,27,0.667,13,16,0.813,8,44,33,5,6,13,16
12110,CHI,12,2017-11-15,Away,OKC,L,79,92,26,75,0.347,11,29,0.379,16,20,0.8,6,38,16,7,2,13,27,26,72,0.361,8,30,0.267,32,37,0.865,11,48,15,7,2,13,19
1394,CHI,13,2017-11-17,Home,CHO,W,123,120,47,91,0.516,17,34,0.5,12,13,0.923,4,35,26,9,2,11,23,42,81,0.519,10,21,0.476,26,34,0.765,5,42,19,3,2,12,15
1494,CHI,14,2017-11-19,Away,PHO,L,105,113,42,101,0.416,12,36,0.333,9,14,0.643,12,47,20,5,1,11,21,45,89,0.506,7,27,0.259,16,22,0.727,9,48,32,5,4,12,16
1594,CHI,15,2017-11-21,Away,LAL,L,94,103,36,94,0.383,11,36,0.306,11,16,0.688,15,54,22,4,4,14,19,36,90,0.4,13,40,0.325,18,25,0.72,12,53,23,7,6,12,16
1694,CHI,16,2017-11-22,Away,UTA,L,80,110,29,78,0.372,5,21,0.238,17,20,0.85,8,43,15,3,1,16,21,40,86,0.465,14,35,0.4,16,19,0.842,8,45,23,10,5,7,15
1794,CHI,17,2017-11-24,Away,GSW,L,94,143,35,99,0.354,13,36,0.361,11,15,0.733,13,40,18,7,2,15,17,53,91,0.582,16,36,0.444,21,21,1,6,49,36,11,11,11,15
1894,CHI,18,2017-11-26,Home,MIA,L,93,100,33,89,0.371,14,33,0.424,13,16,0.813,7,47,25,10,2,13,18,34,75,0.453,13,32,0.406,19,23,0.826,1,45,19,9,5,12,14
1994,CHI,19,2017-11-28,Home,PHO,L,99,104,38,94,0.404,16,40,0.4,7,10,0.7,9,41,27,11,7,9,20,38,87,0.437,11,30,0.367,17,23,0.739,13,57,25,4,4,15,12
2094,CHI,20,2017-11-30,Away,DEN,L,110,111,44,82,0.537,9,24,0.375,13,21,0.619,6,40,25,4,4,11,27,38,83,0.458,12,31,0.387,23,31,0.742,11,44,22,7,4,12,19
21133,CHI,21,2017-12-01,Home,SAC,L,106,107,42,90,0.467,13,36,0.361,9,13,0.692,8,38,30,8,2,8,16,45,85,0.529,6,18,0.333,11,14,0.786,8,43,29,5,10,12,15
22110,CHI,22,2017-12-04,Home,CLE,L,91,113,34,82,0.415,9,34,0.265,14,18,0.778,10,43,21,4,5,11,16,42,81,0.519,13,36,0.361,16,17,0.941,5,46,22,6,2,7,13
2394,CHI,23,2017-12-06,Away,IND,L,96,98,39,83,0.47,10,26,0.385,8,16,0.5,11,46,18,3,5,16,15,39,87,0.448,12,34,0.353,8,10,0.8,7,39,21,7,5,13,14
2494,CHI,24,2017-12-08,Away,CHO,W,119,111,48,99,0.485,6,18,0.333,17,22,0.773,6,56,23,5,7,14,29,40,100,0.4,10,29,0.345,21,29,0.724,9,50,22,7,11,11,21
2594,CHI,25,2017-12-09,Home,NYK,W,104,102,42,82,0.512,7,25,0.28,13,23,0.565,8,40,28,10,7,14,19,43,91,0.473,7,24,0.292,9,9,1,8,40,25,6,3,14,17
2694,CHI,26,2017-12-11,Home,BOS,W,108,85,39,81,0.481,12,29,0.414,18,25,0.72,10,46,23,9,3,8,18,33,83,0.398,10,40,0.25,9,14,0.643,11,46,22,2,2,15,19
2794,CHI,27,2017-12-13,Home,UTA,W,103,100,41,93,0.441,7,17,0.412,14,21,0.667,9,46,21,9,3,9,14,42,91,0.462,9,30,0.3,7,7,1,5,48,24,3,8,16,19
2894,CHI,28,2017-12-15,Away,MIL,W,115,109,42,86,0.488,8,22,0.364,23,35,0.657,14,50,24,8,0,12,26,40,83,0.482,9,33,0.273,20,29,0.69,9,43,24,6,5,11,24
2994,CHI,29,2017-12-18,Home,PHI,W,117,115,44,92,0.478,13,28,0.464,16,19,0.842,5,39,27,9,7,15,16,44,91,0.484,14,33,0.424,13,18,0.722,9,47,30,9,8,20,23
3094,CHI,30,2017-12-20,Home,ORL,W,112,94,44,88,0.5,11,33,0.333,13,14,0.929,9,51,31,6,8,11,23,35,89,0.393,5,27,0.185,19,23,0.826,6,35,23,5,1,9,15
31133,CHI,31,2017-12-21,Away,CLE,L,112,115,47,85,0.553,12,31,0.387,6,8,0.75,5,35,34,8,1,12,19,42,82,0.512,12,29,0.414,19,22,0.864,7,35,25,10,3,12,14
32110,CHI,32,2017-12-23,Away,BOS,L,92,117,34,86,0.395,7,19,0.368,17,25,0.68,12,51,24,4,2,15,16,44,92,0.478,12,32,0.375,17,21,0.81,8,46,29,9,5,5,18
3394,CHI,33,2017-12-26,Away,MIL,W,115,106,45,103,0.437,10,28,0.357,15,25,0.6,15,47,26,11,3,6,19,39,83,0.47,10,31,0.323,18,24,0.75,4,41,23,2,8,17,21
3494,CHI,34,2017-12-27,Home,NYK,W,92,87,35,86,0.407,10,28,0.357,12,16,0.75,4,50,23,9,3,15,15,37,91,0.407,4,23,0.174,9,13,0.692,7,51,21,6,5,12,17
3594,CHI,35,2017-12-29,Home,IND,W,119,107,43,85,0.506,18,39,0.462,15,15,1,7,40,31,6,4,15,20,43,93,0.462,7,22,0.318,14,20,0.7,11,43,22,10,6,10,15
3694,CHI,36,2017-12-31,Away,WAS,L,110,114,42,92,0.457,8,35,0.229,18,22,0.818,10,46,24,6,1,12,22,43,93,0.462,16,36,0.444,12,17,0.706,12,47,27,6,8,10,24
3794,CHI,37,2018-01-01,Home,POR,L,120,124,45,104,0.433,11,27,0.407,19,23,0.826,15,58,28,5,7,12,21,47,108,0.435,14,33,0.424,16,18,0.889,12,50,25,7,5,8,16
3894,CHI,38,2018-01-03,Home,TOR,L,115,124,43,93,0.462,13,33,0.394,16,19,0.842,9,43,29,5,2,13,20,45,92,0.489,15,38,0.395,19,19,1,7,49,23,9,5,11,20
3994,CHI,39,2018-01-05,Away,DAL,W,127,124,44,78,0.564,14,28,0.5,25,32,0.781,8,42,25,9,3,18,19,49,92,0.533,14,32,0.438,12,17,0.706,7,34,33,11,2,13,24
4094,CHI,40,2018-01-06,Away,IND,L,86,125,30,80,0.375,10,32,0.313,16,20,0.8,9,34,15,4,6,16,15,48,86,0.558,15,31,0.484,14,18,0.778,10,49,24,9,4,12,19
41133,CHI,41,2018-01-08,Home,HOU,L,107,116,40,86,0.465,12,28,0.429,15,18,0.833,3,37,26,6,5,11,17,39,86,0.453,20,54,0.37,18,24,0.75,11,51,28,6,6,16,14
42110,CHI,42,2018-01-10,Away,NYK,W,122,119,45,98,0.459,15,33,0.455,17,20,0.85,10,48,21,10,5,16,19,48,96,0.5,10,22,0.455,13,21,0.619,11,51,24,5,9,18,20
4394,CHI,43,2018-01-13,Home,DET,W,107,105,42,87,0.483,17,36,0.472,6,9,0.667,6,40,27,10,8,14,11,41,92,0.446,12,29,0.414,11,14,0.786,13,45,28,8,7,12,11
4494,CHI,44,2018-01-15,Home,MIA,W,119,111,42,88,0.477,16,39,0.41,19,22,0.864,7,45,27,6,2,9,23,40,84,0.476,12,36,0.333,19,24,0.792,4,40,35,5,4,14,19
4594,CHI,45,2018-01-17,Home,GSW,L,112,119,45,106,0.425,10,39,0.256,12,13,0.923,14,49,24,10,2,11,19,42,84,0.5,13,33,0.394,22,25,0.88,5,49,24,5,3,15,16
4694,CHI,46,2018-01-20,Away,ATL,W,113,97,40,80,0.5,14,32,0.438,19,21,0.905,4,48,31,8,1,16,23,35,92,0.38,11,48,0.229,16,23,0.696,9,45,27,5,4,13,21
4794,CHI,47,2018-01-22,Away,NOP,L,128,132,45,92,0.489,8,31,0.258,30,34,0.882,6,54,31,8,6,24,32,47,113,0.416,16,44,0.364,22,26,0.846,15,55,32,14,3,13,28
4894,CHI,48,2018-01-24,Away,PHI,L,101,115,36,94,0.383,11,37,0.297,18,22,0.818,10,43,20,8,2,11,15,42,81,0.519,16,32,0.5,15,20,0.75,6,48,31,6,7,14,20
4994,CHI,49,2018-01-26,Home,LAL,L,103,108,35,93,0.376,17,36,0.472,16,24,0.667,16,53,21,3,7,13,25,41,91,0.451,5,24,0.208,21,28,0.75,10,48,23,6,3,9,23
5094,CHI,50,2018-01-28,Home,MIL,L,96,110,36,87,0.414,12,34,0.353,12,15,0.8,10,41,25,8,2,16,18,41,77,0.532,13,28,0.464,15,25,0.6,7,43,28,11,4,14,16
51133,CHI,51,2018-01-31,Away,POR,L,108,124,41,99,0.414,13,34,0.382,13,22,0.591,12,36,19,10,4,6,16,46,82,0.561,15,32,0.469,17,20,0.85,5,48,21,3,6,17,19
52110,CHI,52,2018-02-03,Away,LAC,L,103,113,35,97,0.361,12,37,0.324,21,21,1,13,48,22,6,4,11,20,40,88,0.455,9,25,0.36,24,28,0.857,10,54,23,4,5,13,18
5394,CHI,53,2018-02-05,Away,SAC,L,98,104,32,80,0.4,14,36,0.389,20,24,0.833,9,46,20,6,1,12,21,37,84,0.44,11,32,0.344,19,25,0.76,9,45,22,5,5,11,17
5494,CHI,54,2018-02-09,Home,MIN,W,114,113,41,83,0.494,9,26,0.346,23,30,0.767,5,39,22,5,4,11,19,41,87,0.471,8,22,0.364,23,28,0.821,11,46,19,8,4,13,22
5594,CHI,55,2018-02-10,Home,WAS,L,90,101,34,80,0.425,9,32,0.281,13,16,0.813,9,45,23,11,2,14,16,38,82,0.463,13,38,0.342,12,14,0.857,6,41,31,8,3,13,17
5694,CHI,56,2018-02-12,Home,ORL,W,105,101,40,88,0.455,9,32,0.281,16,21,0.762,11,46,25,6,3,11,13,37,84,0.44,10,31,0.323,17,19,0.895,7,39,24,8,7,9,18
5794,CHI,57,2018-02-14,Home,TOR,L,98,122,39,91,0.429,4,24,0.167,16,20,0.8,4,42,17,5,6,6,16,48,92,0.522,14,38,0.368,12,15,0.8,5,50,38,5,8,7,22
5894,CHI,58,2018-02-22,Home,PHI,L,115,116,44,97,0.454,18,34,0.529,9,15,0.6,11,48,27,5,4,13,26,42,82,0.512,11,29,0.379,21,35,0.6,8,41,25,7,5,9,17
5994,CHI,59,2018-02-24,Away,MIN,L,104,122,42,90,0.467,6,23,0.261,14,20,0.7,4,42,21,5,9,14,20,46,94,0.489,11,35,0.314,19,26,0.731,10,51,25,6,4,11,15
6094,CHI,60,2018-02-26,Away,BRK,L,87,104,33,93,0.355,6,23,0.261,15,23,0.652,15,56,17,8,7,13,11,40,90,0.444,16,42,0.381,8,8,1,7,48,31,4,9,15,20
61133,CHI,61,2018-02-27,Away,CHO,L,103,118,39,81,0.481,9,24,0.375,16,21,0.762,11,44,26,8,5,20,23,44,82,0.537,15,35,0.429,15,21,0.714,6,35,28,11,8,14,14
62110,CHI,62,2018-03-02,Home,DAL,W,108,100,42,89,0.472,10,27,0.37,14,20,0.7,11,45,24,10,2,13,18,35,84,0.417,13,29,0.448,17,21,0.81,13,46,21,6,4,17,15
6394,CHI,63,2018-03-05,Home,BOS,L,89,105,32,81,0.395,12,33,0.364,13,20,0.65,7,36,18,14,1,13,16,41,84,0.488,12,36,0.333,11,12,0.917,12,53,25,7,4,18,13
6494,CHI,64,2018-03-07,Home,MEM,W,119,110,42,79,0.532,11,29,0.379,24,32,0.75,9,41,25,10,1,20,22,40,82,0.488,10,29,0.345,20,25,0.8,9,33,24,12,3,14,26
6594,CHI,65,2018-03-09,Away,DET,L,83,99,33,93,0.355,9,31,0.29,8,10,0.8,10,42,19,11,0,13,19,38,81,0.469,9,27,0.333,14,18,0.778,11,50,22,8,9,16,13
6694,CHI,66,2018-03-11,Away,ATL,W,129,122,48,98,0.49,17,37,0.459,16,19,0.842,13,47,31,10,4,5,24,42,82,0.512,19,40,0.475,19,22,0.864,5,42,32,2,5,15,14
6794,CHI,67,2018-03-13,Home,LAC,L,106,112,43,101,0.426,7,29,0.241,13,15,0.867,11,45,26,11,2,9,28,37,76,0.487,8,29,0.276,30,41,0.732,6,42,27,4,5,14,14
6894,CHI,68,2018-03-15,Away,MEM,W,111,110,35,80,0.438,15,41,0.366,26,33,0.788,8,42,23,10,2,13,23,38,87,0.437,13,35,0.371,21,25,0.84,11,47,27,7,4,14,22
6994,CHI,69,2018-03-17,Home,CLE,L,109,114,41,91,0.451,16,34,0.471,11,15,0.733,11,45,30,4,3,12,21,44,87,0.506,13,37,0.351,13,20,0.65,11,44,25,4,5,13,14
7094,CHI,70,2018-03-19,Away,NYK,L,92,110,33,92,0.359,3,30,0.1,23,31,0.742,14,48,21,9,7,11,15,43,96,0.448,11,35,0.314,13,17,0.765,15,61,28,6,7,16,24
71133,CHI,71,2018-03-21,Home,DEN,L,102,135,39,89,0.438,13,38,0.342,11,14,0.786,9,34,29,12,4,15,22,51,83,0.614,20,35,0.571,13,16,0.813,8,45,34,9,6,17,13
72110,CHI,72,2018-03-23,Home,MIL,L,105,118,36,87,0.414,12,26,0.462,21,23,0.913,17,51,21,3,2,14,21,43,87,0.494,15,30,0.5,17,19,0.895,7,36,27,8,7,5,20
7394,CHI,73,2018-03-24,Away,DET,L,95,117,39,97,0.402,11,35,0.314,6,9,0.667,14,44,27,10,1,12,20,43,87,0.494,16,42,0.381,15,18,0.833,12,49,33,6,7,13,11
7494,CHI,74,2018-03-27,Away,HOU,L,86,118,34,89,0.382,8,37,0.216,10,17,0.588,13,51,17,8,1,18,17,41,93,0.441,18,57,0.316,18,21,0.857,9,46,28,15,6,10,12
7594,CHI,75,2018-03-29,Away,MIA,L,92,103,33,90,0.367,6,26,0.231,20,26,0.769,14,50,19,10,5,18,19,37,82,0.451,7,27,0.259,22,24,0.917,7,44,20,7,7,17,23
7694,CHI,76,2018-03-30,Away,ORL,W,90,82,30,84,0.357,14,41,0.341,16,23,0.696,11,53,16,11,7,16,17,31,94,0.33,7,39,0.179,13,14,0.929,12,55,16,11,5,12,18
7794,CHI,77,2018-04-01,Home,WAS,W,113,94,43,82,0.524,18,34,0.529,9,13,0.692,6,40,30,7,1,17,17,37,81,0.457,8,30,0.267,12,12,1,6,37,27,5,4,16,12
7894,CHI,78,2018-04-03,Home,CHO,W,120,114,46,99,0.465,15,34,0.441,13,18,0.722,11,44,26,9,4,7,20,40,81,0.494,13,34,0.382,21,28,0.75,10,49,24,3,4,20,16
7994,CHI,79,2018-04-06,Away,BOS,L,104,111,40,86,0.465,14,30,0.467,10,17,0.588,9,43,25,15,0,17,22,45,81,0.556,14,34,0.412,7,17,0.412,6,46,35,9,7,18,15
8094,CHI,80,2018-04-07,Home,BRK,L,96,124,36,88,0.409,6,29,0.207,18,21,0.857,4,39,16,8,1,13,14,46,92,0.5,24,55,0.436,8,11,0.727,5,46,36,11,10,13,18
8199,CHI,81,2018-04-09,Away,BRK,L,105,114,43,89,0.483,12,28,0.429,7,12,0.583,10,44,26,7,6,19,17,41,82,0.5,18,42,0.429,14,15,0.933,6,38,32,8,10,17,15
8294,CHI,82,2018-04-11,Home,DET,L,87,119,32,86,0.372,11,34,0.324,12,18,0.667,12,40,21,8,1,18,15,47,89,0.528,15,35,0.429,10,10,1,7,47,27,12,4,11,21
1395,CLE,1,2017-10-17,Home,BOS,W,102,99,38,83,0.458,5,22,0.227,21,25,0.84,9,50,19,3,4,17,25,36,88,0.409,8,32,0.25,19,25,0.76,9,46,24,11,4,10,24
2395,CLE,2,2017-10-20,Away,MIL,W,116,97,44,81,0.543,11,26,0.423,17,17,1,9,44,25,8,3,17,10,38,82,0.463,11,35,0.314,10,12,0.833,8,30,23,9,2,14,17
3395,CLE,3,2017-10-21,Home,ORL,L,93,114,33,86,0.384,7,25,0.28,20,27,0.741,11,44,15,4,7,16,14,40,90,0.444,17,35,0.486,17,20,0.85,12,50,28,7,6,12,28
4395,CLE,4,2017-10-24,Home,CHI,W,119,112,43,83,0.518,16,38,0.421,17,22,0.773,8,39,28,5,3,9,14,42,88,0.477,17,33,0.515,11,13,0.846,8,39,28,3,3,9,20
5395,CLE,5,2017-10-25,Away,BRK,L,107,112,39,81,0.481,12,35,0.343,17,26,0.654,9,47,21,5,7,21,17,40,93,0.43,17,46,0.37,15,21,0.714,10,38,22,11,3,12,22
6395,CLE,6,2017-10-28,Away,NOP,L,101,123,36,78,0.462,12,32,0.375,17,23,0.739,5,37,19,8,2,18,19,49,95,0.516,13,33,0.394,12,16,0.75,10,47,33,10,4,11,20
7395,CLE,7,2017-10-29,Home,NYK,L,95,114,31,81,0.383,10,33,0.303,23,27,0.852,7,41,20,5,5,15,23,42,89,0.472,13,28,0.464,17,21,0.81,11,51,27,9,6,14,26
8200,CLE,8,2017-11-01,Home,IND,L,107,124,43,86,0.5,7,31,0.226,14,20,0.7,8,41,25,6,3,16,19,49,90,0.544,16,26,0.615,10,13,0.769,8,43,35,9,1,11,23
995,CLE,9,2017-11-03,Away,WAS,W,130,122,46,82,0.561,12,27,0.444,26,28,0.929,8,34,20,11,4,14,27,45,84,0.536,11,28,0.393,21,31,0.677,9,37,25,5,2,16,24
